title,page_link,pdf_link,issue_date,fda_organization,topic,status,docket_number,comment,closing_comment
Effective Visual Control of Laser Projections (Laser Notice 47),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/effective-visual-control-laser-projections-laser-notice-47,https://www.fda.gov/media/73939/download,1996-06-06,['Center for Devices and Radiological Health'],['Radiological Health'],Final,FDA-2020-D-0957,No,
Suggested Format For IDE Progress Report,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/suggested-format-ide-progress-report,,1996-05-31,['Center for Devices and Radiological Health'],"['Premarket','Investigational Device Exemption (IDE)']",Final,FDA-2020-D-0957,No,
"Additional Recommendations for Testing Whole Blood, Blood Components, Source Plasma and Source Leukocytes for Antibody to Hepatitis C Virus Encoded Antigen (Anti-HCV):  Memorandum to Registered Blood and Plasma Establishments",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/additional-recommendations-testing-whole-blood-blood-components-source-plasma-and-source-leukocytes,https://www.fda.gov/media/70714/download,1996-05-16,['Center for Biologics Evaluation and Research'],"['Blood','Blood Products']",Final,FDA-2022-D-0498,No,
S2A Specific Aspects of Regulatory Genotoxicity Tests for Pharmaceuticals,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/s2a-specific-aspects-regulatory-genotoxicity-tests-pharmaceuticals,https://www.fda.gov/media/71959/download,1996-04-24,['Center for Drug Evaluation and Research'],['ICH-Safety'],Final,FDA-1994-D-0134,No,
CVM GFI #49 Target Animal Safety And Drug Effectiveness Studies for Anti-Microbial Bovine Mastitis Products (Lactating and Non-Lactating Cow Products),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-49-target-animal-safety-and-drug-effectiveness-studies-anti-microbial-bovine-mastitis,,1996-04-03,['Center for Veterinary Medicine'],"['Target Animal – Effectiveness','Target Animal – Safety']",Final,FDA-1993-D-0285,No,
Medical Device Reporting for User Facilities,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/medical-device-reporting-user-facilities,https://www.fda.gov/media/73972/download,1996-04-01,['Center for Devices and Radiological Health'],['Radiological Health'],Final,FDA-2020-D-0957,No,
"Demonstration of Comparability of Human Biological Products, Including Therapeutic Biotechnology-derived Products",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/demonstration-comparability-human-biological-products-including-therapeutic-biotechnology-derived,,1996-03-31,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']","['Chemistry, Manufacturing, and Controls (CMC)','Pharmaceutical Quality']",Final,,No,
Additional Recommendations for Donor Screening With a Licensed Test for HIV-1 Antigen:  Memorandum to Registered Blood and Plasma Establishments,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/additional-recommendations-donor-screening-licensed-test-hiv-1-antigen,https://www.fda.gov/media/70719/download,1996-03-14,['Center for Biologics Evaluation and Research'],"['Blood','Blood Products']",Final,FDA-2022-D-0499,No,
Thermal Endometrial Ablation Devices (Submission Guidance for an IDE),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/thermal-endometrial-ablation-devices-submission-guidance-ide,,1996-03-13,['Center for Devices and Radiological Health'],['Premarket'],Final,FDA-2020-D-0957,No,
Hysteroscopes and Gynecology Laparoscopes - Submission Guidance for a 510(k),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/hysteroscopes-and-gynecology-laparoscopes-submission-guidance-510k,https://www.fda.gov/media/72262/download,1996-03-07,['Center for Devices and Radiological Health'],"['Premarket','510(k)']",Final,FDA-2020-D-0957,No,
Q1B Photostability Testing of New Drug Substances and Products,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q1b-photostability-testing-new-drug-substances-and-products,https://www.fda.gov/media/71713/download,1996-03-07,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['ICH-Quality'],Draft,,No,
S1A The Need for Long-term Rodent Carcinogenicity Studies of Pharmaceuticals,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/s1a-need-long-term-rodent-carcinogenicity-studies-pharmaceuticals,https://www.fda.gov/media/71921/download,1996-03-01,['Center for Drug Evaluation and Research'],['ICH-Safety'],Final,FDA-1996-D-0010,No,
Q5B Quality of Biotechnological Products: Analysis of the Expression Construct in Cells Used for Production of r-DNA Derived Protein Products,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q5b-quality-biotechnological-products-analysis-expression-construct-cells-used-production-r-dna,https://www.fda.gov/media/71417/download,1996-02-23,['Center for Drug Evaluation and Research'],['ICH-Quality'],Final,FDA-1995-D-0245,No,
All Holders of Approved Variances For Laser Light Shows and Displays (Laser Notice 46),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/all-holders-approved-variances-laser-light-shows-and-displays-laser-notice-46,https://www.fda.gov/media/73998/download,1995-12-11,['Center for Devices and Radiological Health'],['Radiological Health'],Final,FDA-2020-D-0957,No,
Donor Deferral Due to Red Blood Cell Loss During Collection of Source Plasma by Automated Plasmapheresis,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/donor-deferral-due-red-blood-cell-loss-during-collection-source-plasma-automated-plasmapheresis,https://www.fda.gov/media/70729/download,1995-12-04,['Center for Biologics Evaluation and Research'],"['Blood','Blood Products']",Final,FDA-2022-D-0500,No,
"SUPAC-IR: Immediate-Release Solid Oral Dosage Forms: Scale-Up and Post-Approval Changes: Chemistry, Manufacturing and Controls, In Vitro Dissolution Testing, and In Vivo Bioequivalence Documentation",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/supac-ir-immediate-release-solid-oral-dosage-forms-scale-and-post-approval-changes-chemistry,https://www.fda.gov/media/70949/download,1995-11-01,['Center for Drug Evaluation and Research'],"['Chemistry, Manufacturing, and Controls (CMC)','Pharmaceutical Quality']",Final,,No,
"Content and Format of Investigational New Drug Applications (INDs) for Phase 1 Studies of Drugs, Including Well-Characterized, Therapeutic, Biotechnology-derived Products:  Guidance for Industry",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/content-and-format-investigational-new-drug-applications-inds-phase-1-studies-drugs-including-well,https://www.fda.gov/media/71203/download,1995-11-01,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']","['Clinical - Medical','Pharmacology/Toxicology','Investigational New Drug Application (INDA)']",Final,FDA-1995-D-0251,No,
Addendum to: Guidance on Premarket Notification [510(k)] Submissions for Sterilizers Intended for Use in Health Care Facilities,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/addendum-guidance-premarket-notification-510k-submissions-sterilizers-intended-use-health-care,,1995-09-18,['Center for Devices and Radiological Health'],['Premarket'],Final,FDA-2020-D-0957,No,
User Instruction for Medical Products (Laser Notice 44),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/user-instruction-medical-products-laser-notice-44,https://www.fda.gov/media/74002/download,1995-08-11,['Center for Devices and Radiological Health'],,Final,FDA-2020-D-0957,No,
Recommendations for Donor Screening with a Licensed Test for HIV-1 Antigen:  Memorandum to All Registered Blood Establishments,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/recommendations-donor-screening-licensed-test-hiv-1-antigen,https://www.fda.gov/media/70745/download,1995-08-08,['Center for Biologics Evaluation and Research'],"['Blood','Blood Products']",Final,FDA-2022-D-0501,No,
Hysteroscopic and Laparoscopic Insufflators: Submission Guidance for a 510(k),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/hysteroscopic-and-laparoscopic-insufflators-submission-guidance-510k,,1995-07-31,['Center for Devices and Radiological Health'],['Premarket'],Final,FDA-2020-D-0957,No,
Guidance Document for the Preparation of Premarket Notification [510(K)] Applications for Exercise Equipment,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-document-preparation-premarket-notification-510k-applications-exercise-equipment,https://www.fda.gov/media/72390/download,1995-07-25,['Center for Devices and Radiological Health'],['Premarket'],Final,FDA-2020-D-0957,No,
Guidance Document for the Preparation of Premarket Notification [510(k)] Applications for Heating and Cooling Devices,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-document-preparation-premarket-notification-510k-applications-heating-and-cooling-devices,https://www.fda.gov/media/72413/download,1995-07-25,['Center for Devices and Radiological Health'],['Premarket'],Final,FDA-2020-D-0957,No,
"Guidance Document for the Preparation of Premarket Notification [510(k)] Applications for Mechanical and Powered Wheelchairs, and Motorized Three-Wheeled Vehicles",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-document-preparation-premarket-notification-510k-applications-mechanical-and-powered,https://www.fda.gov/media/72525/download,1995-07-25,['Center for Devices and Radiological Health'],['Premarket'],Final,FDA-2020-D-0957,No,
FDA Guidance Document Concerning Use of Pilot Manufacturing Facilities for the Development and Manufacture of Biological Products,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/fda-guidance-document-concerning-use-pilot-manufacturing-facilities-development-and-manufacture,https://www.fda.gov/media/77030/download,1995-07-11,['Center for Biologics Evaluation and Research'],['Administrative / Procedural'],Final,FDA-1995-D-0149,No,
Testing Guidance for Male Condoms Made From New Material (Non-Latex),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/testing-guidance-male-condoms-made-new-material-non-latex,,1995-06-28,['Center for Devices and Radiological Health'],['Premarket'],Final,FDA-2020-D-0957,No,
"Guidance for Industry: Letter to Manufacturers, Importers, and Distributors of Imported Candy and Candy Wrappers",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-letter-manufacturers-importers-and-distributors-imported-candy-and-candy-wrappers,,1995-06-13,['Human Foods Program'],"['Candy/Gum (without chocolate)','Import','Lead']",Final,FDA-2020-D-2006,No,
CPG Sec 100.900  International Memoranda of Understanding,,,1995-06-06,[],['Investigation & Enforcement'],Final,,No,
Topical Dermatologic Corticosteroids: in Vivo Bioequivalence,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/topical-dermatologic-corticosteroids-in-vivo-bioequivalence-0,https://www.fda.gov/media/162457/download,1995-06-02,['Center for Drug Evaluation and Research'],"['Biopharmaceutics','Generic Drugs']",Final,FDA-2021-D-0384,No,
Guidance on the Content and Organization of a Premarket Notification for a Medical Laser,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-content-and-organization-premarket-notification-medical-laser,https://www.fda.gov/media/72668/download,1995-05-31,['Center for Devices and Radiological Health'],"['Premarket','Radiology']",Final,FDA-2020-D-0957,No,
"Guidance Document for Testing Non-Articulating,'Mechanically Locked', Modular Implant Components",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-document-testing-non-articulating-mechanically-locked-modular-implant-components,https://www.fda.gov/media/72680/download,1995-04-30,['Center for Devices and Radiological Health'],['Premarket'],Final,FDA-2020-D-0957,No,
Revised Recommendations for Red Blood Cell Immunization Programs for Source Plasma Donors:  Memorandum to Licensed Establishments,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/revised-recommendations-red-blood-cell-immunization-programs-source-plasma-donors,https://www.fda.gov/media/70771/download,1995-03-14,['Center for Biologics Evaluation and Research'],"['Blood','Blood Products']",Final,FDA-2013-S-0611,No,
"CPG 230.130- Adequate Space for Determination of Donor Suitability (Obsolete, Withdrawn on 7/16/2018)",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-230130-adequate-space-determination-donor-suitability-obsolete-withdrawn-7162018,,1995-03-01,[],"['Investigation & Enforcement','Blood Products']",Final,,No,
CPG Sec 120.500 Health Fraud - Factors in Considering Regulatory Action,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-120500-health-fraud-factors-considering-regulatory-action,,1995-03-01,"['Human Foods Program','Office of Inspections and Investigations']",['Investigation & Enforcement'],Final,FDA-2012-E-0163,No,
CPG Sec 500.400 Use of Calcium Chloride as a Drying Agent in Such Products as Packaged Potato Chips and Peanuts,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-500400-use-calcium-chloride-drying-agent-such-products-packaged-potato-chips-and-peanuts,,1995-03-01,"['Human Foods Program','Office of Inspections and Investigations']","['Investigation & Enforcement','Ingredients']",Final,,No,
CPG Sec 515.400 Raw Sugar,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-515400-raw-sugar,,1995-03-01,"['Office of Inspections and Investigations','Human Foods Program']","['Investigation & Enforcement','Candy/Gum (without chocolate)']",Final,,No,
CPG Sec 515.600 Candied Citron - Labeling,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-515600-candied-citron-labeling,,1995-03-01,"['Office of Inspections and Investigations','Human Foods Program']","['Investigation & Enforcement','Candy/Gum (without chocolate)']",Final,,No,
"CPG Sec 587.200 Uncertified or Delisted Colors in Foods for Export -  (e.g., FD&C Red #2)",,,1995-03-01,[],"['Investigation & Enforcement','Food & Color Additives']",Final,,No,
"CPG Sec. 231.100-  *Platelets, Pooled* is obsolete and was withdrawn on 7/16/2018.",,,1995-03-01,[],"['Investigation & Enforcement','Blood Products']",Final,,No,
CPG Sec. 231.120-  Time Period for Separation of Platelets from Platelet-Rich Plasma When Preparing *Platelets* and Fresh Frozen Plasma* is obsolete and was withdrawn on 7/16/2018.,,,1995-03-01,[],"['Investigation & Enforcement','Blood Products']",Final,,No,
CPG Sec. 231.130-  Storage of *Platelets* [ ] for up to five (5) Days is obsolete and was withdrawn on 7/16/2018.,,,1995-03-01,[],"['Investigation & Enforcement','Blood Products']",Final,,No,
CPG Sec. 345.300 Menstrual Sponges,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-345300-menstrual-sponges,,1995-03-01,"['Center for Devices and Radiological Health','Office of Regulatory Affairs']","['Investigation & Enforcement','Physical Medicine']",Final,FDA-2020-D-0957,No,
CPG Sec. 355.300 Ion Generating Devices,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-355300-ion-generating-devices,,1995-03-01,"['Center for Devices and Radiological Health','Office of Regulatory Affairs']","['Investigation & Enforcement','Radiological Health']",Final,FDA-2020-D-0957,No,
CPG Sec. 370.100 Cytotoxic Testing for Allergic Diseases,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-370100-cytotoxic-testing-allergic-diseases,,1995-03-01,"['Center for Devices and Radiological Health','Office of Regulatory Affairs']","['Investigation & Enforcement','Clinical Chemistry & Clinical Toxicology']",Final,FDA-2020-D-0957,No,
CPG Sec. 390.425 Records and Reports; Applicability - 21 CFR 1002.1,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-390425-records-and-reports-applicability-21-cfr-10021,,1995-03-01,"['Center for Devices and Radiological Health','Office of Regulatory Affairs']","['Investigation & Enforcement','Records']",Final,FDA-2020-D-0957,No,
CPG Sec. 391.200 Warning Statement in Advertisements for High-Intensity Mercury Vapor Discharge Lamps that are not Self-Extinguishing (21 CFR 1040.30(e)(3)*),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-391200-warning-statement-advertisements-high-intensity-mercury-vapor-discharge-lamps-are-not,,1995-03-01,"['Center for Devices and Radiological Health','Office of Regulatory Affairs']","['Investigation & Enforcement','Advertising']",Final,FDA-2020-D-0957,No,
"CPG Sec. 393.200 Laser(s) as Medical Devices for Facelift, Wrinkle Removal, Acupuncture, Auricular Stimulation, etc. (CPG 7133.21)",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-393200-lasers-medical-devices-facelift-wrinkle-removal-acupuncture-auricular-stimulation-etc,,1995-03-01,"['Center for Devices and Radiological Health','Office of Regulatory Affairs']",['Investigation & Enforcement'],Final,FDA-2020-D-0957,No,
CPG Sec. 400.200 Consistent Application of CGMP Determinations,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-400200-consistent-application-cgmp-determinations,,1995-03-01,['Center for Drug Evaluation and Research'],['Investigation & Enforcement'],Final,None found,No,
CPG Sec. 400.500 Identical or Similar Product Names,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-400500-identical-or-similar-product-names,,1995-03-01,['Center for Drug Evaluation and Research'],"['Investigation & Enforcement','Labeling']",Final,None found,No,
CPG Sec. 430.400 Urinary Preparations - Misbranding - Lack of Rx Legend and Claims,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-430400-urinary-preparations-misbranding-lack-rx-legend-and-claims,,1995-03-01,['Center for Drug Evaluation and Research'],['Investigation & Enforcement'],Final,None found,No,
CPG Sec. 450.200 Drugs - General Provisions and Administrative Procedures for Recognition as Safe and Effective,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-450200-drugs-general-provisions-and-administrative-procedures-recognition-safe-and-effective,,1995-03-01,['Center for Drug Evaluation and Research'],['Investigation & Enforcement'],Final,,No,
CPG Sec. 450.300 OTC Drugs - General Provisions and Administrative Procedures for Marketing Combination Products,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-450300-otc-drugs-general-provisions-and-administrative-procedures-marketing-combination,,1995-03-01,['Center for Drug Evaluation and Research'],['Investigation & Enforcement'],Final,None found,No,
CPG Sec. 456.100 Non-Rx Drugs Anti-Obesity Preparations,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-456100-non-rx-drugs-anti-obesity-preparations,,1995-03-01,['Center for Drug Evaluation and Research'],,Final,None found,No,
CPG Sec. 457.100 Pangamic Acid and Pangamic Acid Products Unsafe for Food and Drug Use,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-457100-pangamic-acid-and-pangamic-acid-products-unsafe-food-and-drug-use,,1995-03-01,['Center for Drug Evaluation and Research'],['Investigation & Enforcement'],Final,,No,
CPG Sec. 608.500  Illegal Sales of Veterinary Prescription Drugs Direct Reference Authority for *Warning* Letter Issuance (Withdrawn 2/20/2020),,,1995-03-01,[],"['Investigation & Enforcement','Animal Drugs']",Final,,No,
CPG Sec. 625.300  Unapproved New Animal Drugs - Follow-up Action to Approved Warning Letter - Direct Reference Seizure Authority (Withdrawn 2/20/2020),,,1995-03-01,[],"['Investigation & Enforcement','Animal Drugs','Unapproved Animal Drugs']",Final,,No,
CPG Sec. 625.500  Failure to Register *and/or Drug List* (Withdrawn 2/20/2020),,,1995-03-01,[],"['Registration','Investigation & Enforcement','Animal Drugs']",Final,,No,
CPG Sec 515.100 Confectionery - Use of Non-Nutritive Substances as Ingredients,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-515100-confectionery-use-non-nutritive-substances-ingredients,https://www.fda.gov/media/71790/download,1995-03-01,"['Office of Inspections and Investigations','Human Foods Program']","['Investigation & Enforcement','Candy/Gum (without chocolate)']",Final,,No,
CPG Sec 525.425 Hops - Adulteration Involving Aphid Infestation,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-525425-hops-adulteration-involving-aphid-infestation,https://www.fda.gov/media/75127/download,1995-03-01,"['Office of Inspections and Investigations','Human Foods Program']","['Investigation & Enforcement','Dressing/Condiment']",Final,,No,
"CPG Sec 525.825 Vinegar, Definitions - Adulteration with Vinegar Eels",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-525825-vinegar-definitions-adulteration-vinegar-eels,https://www.fda.gov/media/71937/download,1995-03-01,"['Office of Inspections and Investigations','Human Foods Program']","['Investigation & Enforcement','Dressing/Condiment']",Final,,No,
CPG Sec 550.235 Cherry Jam - Adulteration with Mold,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-550235-cherry-jam-adulteration-mold,https://www.fda.gov/media/71795/download,1995-03-01,"['Human Foods Program','Office of Inspections and Investigations']","['Investigation & Enforcement','Fruit/Fruit Product']",Final,,No,
"CPG Sec 550.250 Citrus Fruit Juices, Canned - Adulteration with Fly Filth and Mold",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-550250-citrus-fruit-juices-canned-adulteration-fly-filth-and-mold,https://www.fda.gov/media/71799/download,1995-03-01,"['Human Foods Program','Office of Inspections and Investigations']","['Investigation & Enforcement','Fruit/Fruit Product']",Final,,No,
CPG Sec 550.260 Cranberry Sauce - Adulteration with Mold,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-550260-cranberry-sauce-adulteration-mold,https://www.fda.gov/media/71803/download,1995-03-01,"['Human Foods Program','Office of Inspections and Investigations']","['Investigation & Enforcement','Fruit/Fruit Product']",Final,,No,
CPG Sec 550.270 Currants - Adulteration Involving Wormy Fruits,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-550270-currants-adulteration-involving-wormy-fruits,https://www.fda.gov/media/71808/download,1995-03-01,"['Human Foods Program','Office of Inspections and Investigations']","['Investigation & Enforcement','Fruit/Fruit Product']",Final,,No,
"CPG Sec 550.450 Jam, Black Currant - Adulteration with Mold",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-550450-jam-black-currant-adulteration-mold,https://www.fda.gov/media/71829/download,1995-03-01,"['Human Foods Program','Office of Inspections and Investigations']","['Investigation & Enforcement','Fruit/Fruit Product']",Final,,No,
"CPG Sec 550.590 Cloudberries (Multer Berries), Canned - Adulteration by Insects",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-550590-cloudberries-multer-berries-canned-adulteration-insects,https://www.fda.gov/media/71843/download,1995-03-01,"['Human Foods Program','Office of Inspections and Investigations']","['Investigation & Enforcement','Fruit/Fruit Product']",Final,,No,
"CPG Sec 550.680 Pineapple, Canned; Pineapple Juice - Adulteration with Mold",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-550680-pineapple-canned-pineapple-juice-adulteration-mold,https://www.fda.gov/media/71889/download,1995-03-01,"['Human Foods Program','Office of Inspections and Investigations']","['Investigation & Enforcement','Fruit/Fruit Product']",Final,,No,
"CPG Sec 555.300 Foods, Except Dairy Products - Adulteration with Salmonella",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-555300-foods-except-dairy-products-adulteration-salmonella,https://www.fda.gov/media/71946/download,1995-03-01,"['Office of Inspections and Investigations','Human Foods Program']",['Investigation & Enforcement'],Final,,No,
CPG Sec 575.100 Pesticide Residues in Food and Feed - Enforcement Criteria,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-575100-pesticide-residues-food-and-feed-enforcement-criteria,https://www.fda.gov/media/75151/download,1995-03-01,"['Human Foods Program','Office of Inspections and Investigations']","['Investigation & Enforcement','Pesticide']",Final,,No,
"CPG Sec 585.225 Black-Eyed Peas (Cow Peas, Field Peas); Dried-Adulteration with Lygus Bug Damage",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-585225-black-eyed-peas-cow-peas-field-peas-dried-adulteration-lygus-bug-damage,https://www.fda.gov/media/71786/download,1995-03-01,"['Human Foods Program','Office of Inspections and Investigations']","['Investigation & Enforcement','Vegetable Products']",Final,,No,
CPG Sec. 250.500-  Plasma Brokers - Registration and Compliance with Good Manufacturing Practices is obsolete and was withdrawn on 7/16/2018.,,,1995-03-01,[],"['Investigation & Enforcement','Blood Products']",Final,,No,
CPG Sec. 300.400 Contamination of Devices Labeled as Sterile,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-300400-contamination-devices-labeled-sterile,https://www.fda.gov/media/75112/download,1995-03-01,"['Office of Regulatory Affairs','Center for Devices and Radiological Health']","['Investigation & Enforcement','Labeling']",Final,FDA-2020-D-0957,No,
CPG Sec. 345.100 Condoms; Defects - Criteria for Direct Reference Seizure,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-345100-condoms-defects-criteria-direct-reference-seizure,https://www.fda.gov/media/71812/download,1995-03-01,"['Center for Devices and Radiological Health','Office of Regulatory Affairs']","['Investigation & Enforcement','Administrative / Procedural']",Final,FDA-2020-D-0957,No,
CPG Sec. 355.200 Electrical Muscle Stimulators,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-355200-electrical-muscle-stimulators,https://www.fda.gov/media/71827/download,1995-03-01,"['Center for Devices and Radiological Health','Office of Regulatory Affairs']",['Investigation & Enforcement'],Final,FDA-2020-D-0957,No,
CPG Sec. 398.350 Regulatory Actions Against Assemblers of X-ray Equipment that Fail to File Reports of Assembly,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-398350-regulatory-actions-against-assemblers-x-ray-equipment-fail-file-reports-assembly,https://www.fda.gov/media/71917/download,1995-03-01,[],"['Investigation & Enforcement','Radiology']",Final,,No,
"CPG Sec. 400.100 Drugs, Human - Failure to Register",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-400100-drugs-human-failure-register,https://www.fda.gov/media/71939/download,1995-03-01,['Center for Drug Evaluation and Research'],['Investigation & Enforcement'],Final,None found,No,
CPG Sec. 448.100 Reconditioning of New Drugs Which Do Not Have Approved NDAs/ANDAs,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-448100-reconditioning-new-drugs-which-do-not-have-approved-ndasandas,https://www.fda.gov/media/72017/download,1995-03-01,['Center for Drug Evaluation and Research'],['Investigation & Enforcement'],Final,None found,No,
CPG Sec. 480.300 Lack of Expiration Date of Stability Data,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-480300-lack-expiration-date-stability-data,https://www.fda.gov/media/72066/download,1995-03-01,[],['Investigation & Enforcement'],Final,,No,
CPG Sec. 480.300 Lack of Expiration Date of Stability Data,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-480300-lack-expiration-date-stability-data,https://www.fda.gov/media/72066/download,1995-03-01,[],,Final,,No,
E1A The Extent of Population Exposure to Assess Clinical Safety: For Drugs Intended for Long-term Treatment of Non-Life-Threatening Conditions,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/e1a-extent-population-exposure-assess-clinical-safety-drugs-intended-long-term-treatment-non-life,https://www.fda.gov/media/71180/download,1995-03-01,['Center for Drug Evaluation and Research'],['ICH-Efficacy'],Final,FDA-1994-D-0267,No,
E2A Clinical Safety Data Management: Definitions and Standards for Expedited Reporting,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/e2a-clinical-safety-data-management-definitions-and-standards-expedited-reporting,https://www.fda.gov/media/71188/download,1995-03-01,['Center for Drug Evaluation and Research'],['ICH-Efficacy'],Final,FDA-1993-D-0128,No,
Q2A Text on Validation of Analytical Procedures,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q2a-text-validation-analytical-procedures,https://www.fda.gov/media/71724/download,1995-03-01,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['ICH-Quality'],Final,FDA-1994-D-0401,No,
S3A Toxicokinetics: The Assessment of Systemic Exposure in Toxicity Studies,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/s3a-toxicokinetics-assessment-systemic-exposure-toxicity-studies,https://www.fda.gov/media/71990/download,1995-03-01,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['ICH-Safety'],Final,,No,
S3B Pharmacokinetics: Guidance for Repeated Dose Tissue Distribution Studies,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/s3b-pharmacokinetics-guidance-repeated-dose-tissue-distribution-studies,https://www.fda.gov/media/71993/download,1995-03-01,['Center for Drug Evaluation and Research'],['ICH-Safety'],Final,,No,
CPG Sec 515.425 Sugar - Water Damaged - Reconditioning,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-515425-sugar-water-damaged-reconditioning,,1995-02-28,"['Office of Inspections and Investigations','Human Foods Program']","['Investigation & Enforcement','Candy/Gum (without chocolate)']",Final,,No,
"CPG Sec 520.100 Canned Foods, Use of the Term ""Solid Pack""",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-520100-canned-foods-use-term-solid-pack,,1995-02-28,"['Office of Inspections and Investigations','Human Foods Program']","['Investigation & Enforcement','Canned Foods','Fruit/Fruit Product']",Final,,No,
